nama_wilayah,nama_tahun,jenis_kelamin,persentasi
Magetan,2021,perempuan,32.65
Ngawi,2021,perempuan,25.83
Bojonegoro,2021,perempuan,22.54
Tuban,2021,perempuan,24.04
Lamongan,2021,perempuan,29.72
Gresik,2021,perempuan,43.22
Bangkalan,2021,perempuan,13.37
Sampang,2021,perempuan,9.2
Pamekasan,2021,perempuan,18.24
Sumenep,2021,perempuan,15.62
Kota Kediri,2021,perempuan,59.13
Kota Blitar,2021,perempuan,58.22
Kota Malang,2021,perempuan,58.59
Kota Probolinggo,2021,perempuan,43.55
Kota Pasuruan,2021,perempuan,48.94
Kota Mojokerto,2021,perempuan,57.17
Kota Madiun,2021,perempuan,71.14
Kota Surabaya,2021,perempuan,52.51
Kota Batu,2021,perempuan,46.03
BANTEN,2021,perempuan,36.88
Pandeglang,2021,perempuan,10.64
Lebak,2021,perempuan,7.7
Tangerang,2021,perempuan,36.23
Serang,2021,perempuan,16.71
Kota Tangerang,2021,perempuan,55.55
Kota Cilegon,2021,perempuan,51.27
Kota Serang,2021,perempuan,38.08
Kota Tangerang Selatan,2021,perempuan,64
BALI,2021,perempuan,40.07
Jembrana,2021,perempuan,33.84
Tabanan,2021,perempuan,41.95
Badung,2021,perempuan,58.91
Gianyar,2021,perempuan,47.12
Klungkung,2021,perempuan,27.04
Bangli,2021,perempuan,23.3
Karangasem,2021,perempuan,13.73
Buleleng,2021,perempuan,23.71
Kota Denpasar,2021,perempuan,54.08
NUSA TENGGARA BARAT,2021,perempuan,27.21
Lombok Barat,2021,perempuan,16.89
Lombok Tengah,2021,perempuan,20.48
Lombok Timur,2021,perempuan,21.18
Sumbawa,2021,perempuan,28.77
Dompu,2021,perempuan,40.61
Bima,2021,perempuan,40.54
Sumbawa Barat,2021,perempuan,34.76
Lombok Utara,2021,perempuan,15.1
Kota Mataram,2021,perempuan,43.18
Kota Bima,2021,perempuan,58.68
NUSA TENGGARA TIMUR,2021,perempuan,29.14
Sumba Barat,2021,perempuan,24.47
Sumba Timur,2021,perempuan,37.91
Kupang,2021,perempuan,24.89
Timor Tengah Selatan,2021,perempuan,18.65
Timor Tengah Utara,2021,perempuan,29.18
Belu,2021,perempuan,26.53
Alor,2021,perempuan,28.62
Lembata,2021,perempuan,23.71
Flores Timur,2021,perempuan,22.2
Sikka,2021,perempuan,26.99
Ende,2021,perempuan,34.08
Ngada,2021,perempuan,32.96
Manggarai,2021,perempuan,24.78
Rote Ndao,2021,perempuan,28.24
Manggarai Barat,2021,perempuan,25.44
Sumba Tengah,2021,perempuan,26.57
Sumba Barat Daya,2021,perempuan,25.09
Nagekeo,2021,perempuan,28.28
Manggarai Timur,2021,perempuan,19.23
Sabu Raijua,2021,perempuan,23.61
Malaka,2021,perempuan,26.66
Kota Kupang,2021,perempuan,65.55
KALIMANTAN BARAT,2021,perempuan,26.99
Sambas,2021,perempuan,18.7
Bengkayang,2021,perempuan,23.45
Landak,2021,perempuan,21.08
Mempawah,2021,perempuan,25.01
Sanggau,2021,perempuan,28.31
Ketapang,2021,perempuan,21.41
Sintang,2021,perempuan,22.74
Kapuas Hulu,2021,perempuan,22.49
Sekadau,2021,perempuan,18.23
Melawi,2021,perempuan,19.79
Kayong Utara,2021,perempuan,17.09
Kubu Raya,2021,perempuan,24.47
Kota Pontianak,2021,perempuan,53.01
Kota Singkawang,2021,perempuan,33.94
KALIMANTAN TENGAH,2021,perempuan,29.37
Kotawaringin Barat,2021,perempuan,29.51
Kotawaringin Timur,2021,perempuan,25.65
Kapuas,2021,perempuan,17.69
Barito Selatan,2021,perempuan,30.57
Barito Utara,2021,perempuan,33.48
Sukamara,2021,perempuan,26.87
Lamandau,2021,perempuan,24.38
Seruyan,2021,perempuan,19.77
Katingan,2021,perempuan,23.45
Pulang Pisau,2021,perempuan,23.77
Gunung Mas,2021,perempuan,33.7
Barito Timur,2021,perempuan,37.58
Murung Raya,2021,perempuan,20.07
Kota Palangka Raya,2021,perempuan,59.04
KALIMANTAN SELATAN,2021,perempuan,31.17
Tanah Laut,2021,perempuan,22.39
Kotabaru,2021,perempuan,22.93
Banjar,2021,perempuan,25.24
Barito Kuala,2021,perempuan,27.44
Tapin,2021,perempuan,24.24
Hulu Sungai Selatan,2021,perempuan,22.04
Hulu Sungai Tengah,2021,perempuan,23.4
Hulu Sungai Utara,2021,perempuan,26.21
Tabalong,2021,perempuan,29.09
Tanah Bumbu,2021,perempuan,26.75
Balangan,2021,perempuan,25.98
Kota Banjarmasin,2021,perempuan,50.54
Kota Banjar Baru,2021,perempuan,54.84
KALIMANTAN TIMUR,2021,perempuan,46.36
Paser,2021,perempuan,32.88
Kutai Barat,2021,perempuan,35.24
Kutai Kartanegara,2021,perempuan,35.39
Kutai Timur,2021,perempuan,41.14
Berau,2021,perempuan,42.25
Penajam Paser Utara,2021,perempuan,30.2
Mahakam Ulu,2021,perempuan,33.27
Kota Balikpapan,2021,perempuan,62.63
Kota Samarinda,2021,perempuan,53.07
Kota Bontang,2021,perempuan,58.63
KALIMANTAN UTARA,2021,perempuan,38.66
Malinau,2021,perempuan,32.37
Bulungan,2021,perempuan,40.28
Tana Tidung,2021,perempuan,36.33
Nunukan,2021,perempuan,28.69
Kota Tarakan,2021,perempuan,47.64
SULAWESI UTARA,2021,perempuan,45.72
Bolaang Mongondow,2021,perempuan,26.13
Minahasa,2021,perempuan,48.57
Kepulauan Sangihe,2021,perempuan,37.22
Kepulauan Talaud,2021,perempuan,43.65
Minahasa Selatan,2021,perempuan,39.47
Minahasa Utara,2021,perempuan,47.55
Bolaang Mongondow Utara,2021,perempuan,26.8
Siau Tagulandang Biaro,2021,perempuan,37.96
Minahasa Tenggara,2021,perempuan,40.15
Bolaang Mongondow Selatan,2021,perempuan,28.14
Bolaang Mongondow Timur,2021,perempuan,24.86
Kota Manado,2021,perempuan,65.97
Kota Bitung,2021,perempuan,46.25
Kota Tomohon,2021,perempuan,56.21
Kota Kotamobagu,2021,perempuan,52.26
SULAWESI TENGAH,2021,perempuan,33.54
Banggai Kepulauan,2021,perempuan,28.85
Banggai,2021,perempuan,27.61
Morowali,2021,perempuan,34.3
Poso,2021,perempuan,41.31
Donggala,2021,perempuan,23.46
Toli-Toli,2021,perempuan,31.54
Buol,2021,perempuan,34.65
Parigi Moutong,2021,perempuan,25.66
Tojo Una-Una,2021,perempuan,25.7
Sigi,2021,perempuan,32.67
Banggai Laut,2021,perempuan,26.42
Morowali Utara,2021,perempuan,31.71
Kota Palu,2021,perempuan,59.45
SULAWESI SELATAN,2021,perempuan,35.35
Kepulauan Selayar,2021,perempuan,34.78
Bulukumba,2021,perempuan,29.43
Bantaeng,2021,perempuan,24.43
Jeneponto,2021,perempuan,22.44
Takalar,2021,perempuan,27.85
Gowa,2021,perempuan,26.34
Sinjai,2021,perempuan,30.11
Maros,2021,perempuan,34.34
Pangkajene dan Kepulauan,2021,perempuan,29.31
Barru,2021,perempuan,32.63
Bone,2021,perempuan,23.63
Soppeng,2021,perempuan,29.44
Wajo,2021,perempuan,21.29
Sidenreng Rappang,2021,perempuan,30.36
Pinrang,2021,perempuan,28.1
Enrekang,2021,perempuan,37.24
Luwu,2021,perempuan,37.67
Tana Toraja,2021,perempuan,41.06
Luwu Utara,2021,perempuan,25.85
Luwu Timur,2021,perempuan,32.46
Toraja Utara,2021,perempuan,41.99
Kota Makasar,2021,perempuan,61.09
Kota Parepare,2021,perempuan,61.53
Kota Palopo,2021,perempuan,62.1
SULAWESI TENGGARA,2021,perempuan,36.18
Buton,2021,perempuan,28.53
Muna,2021,perempuan,31.52
Konawe,2021,perempuan,35.22
Kolaka,2021,perempuan,33.36
Konawe Selatan,2021,perempuan,26.66
Bombana,2021,perempuan,27.82
Wakatobi,2021,perempuan,29.88
Kolaka Utara,2021,perempuan,30.63
Buton Utara,2021,perempuan,27.8
Konawe Utara,2021,perempuan,36.95
Kolaka Timur,2021,perempuan,30.36
Konawe Kepulauan,2021,perempuan,34.73
Muna Barat,2021,perempuan,27.06
Buton Tengah,2021,perempuan,25.33
Buton Selatan,2021,perempuan,20.25
Kota Kendari,2021,perempuan,63.98
Kota Baubau,2021,perempuan,55.58
GORONTALO,2021,perempuan,32.99
Boalemo,2021,perempuan,25.73
Gorontalo,2021,perempuan,31
Pohuwato,2021,perempuan,24.67
Bone Bolango,2021,perempuan,31.49
Gorontalo Utara,2021,perempuan,25.92
Kota Gorontalo,2021,perempuan,51.58
SULAWESI BARAT,2021,perempuan,31.03
Majene,2021,perempuan,38.36
Polewali Mandar,2021,perempuan,29.37
Mamasa,2021,perempuan,36.85
Mamuju,2021,perempuan,29.16
Mamuju Utara / Pasangkayu,2021,perempuan,29.74
Mamuju Tengah,2021,perempuan,25.47
MALUKU,2021,perempuan,49.42
Maluku Tenggara Barat / Kepulauan Tanimbar,2021,perempuan,44.53
Maluku Tenggara,2021,perempuan,45.74
Maluku Tengah,2021,perempuan,46.71
Buru,2021,perempuan,33.69
Kepulauan Aru,2021,perempuan,36.4
Seram Bagian Barat,2021,perempuan,41.49
Seram Bagian Timur,2021,perempuan,29.88
Maluku Barat Daya,2021,perempuan,34.04
Buru Selatan,2021,perempuan,29.71
Kota Ambon,2021,perempuan,73.31
Kota Tual,2021,perempuan,47.53
MALUKU UTARA,2021,perempuan,35.05
Halmahera Barat,2021,perempuan,32.61
Halmahera Tengah,2021,perempuan,35.48
Kepulauan Sula,2021,perempuan,31.72
Halmahera Selatan,2021,perempuan,22.57
Halmahera Utara,2021,perempuan,27.53
Halmahera Timur,2021,perempuan,24.94
Pulau Morotai,2021,perempuan,21.43
Pulau Taliabu,2021,perempuan,17.49
Kota Ternate,2021,perempuan,62.93
Kota Tidore Kepulauan,2021,perempuan,43.62
PAPUA BARAT,2021,perempuan,46.65
Fakfak,2021,perempuan,50.07
Kaimana,2021,perempuan,49.24
Teluk Wondama,2021,perempuan,32.81
Teluk Bintuni,2021,perempuan,45.29
Manokwari,2021,perempuan,38.23
Sorong Selatan,2021,perempuan,24.64
Sorong,2021,perempuan,34.58
Raja Ampat,2021,perempuan,31.33
Tambrauw,2021,perempuan,36.14
Maybrat,2021,perempuan,53.47
Manokwari Selatan,2021,perempuan,41.95
Pegunungan Arfak,2021,perempuan,17.44
Kota Sorong,2021,perempuan,65.46
PAPUA,2021,perempuan,26.44
Merauke,2021,perempuan,34.7
Jayawijaya,2021,perempuan,18.68
Jayapura,2021,perempuan,47.28
Nabire,2021,perempuan,44.79
Kepulauan Yapen,2021,perempuan,41.12
Biak Numfor,2021,perempuan,43.86
Paniai,2021,perempuan,5.63
Puncak Jaya,2021,perempuan,4.96
Mimika,2021,perempuan,52.07
Boven Digoel,2021,perempuan,37.83
Mappi,2021,perempuan,17.35
Asmat,2021,perempuan,17.24
Yahukimo,2021,perempuan,5.85
Pegunungan Bintang,2021,perempuan,8.43
Tolikara,2021,perempuan,7.52
Sarmi,2021,perempuan,31.6
Keerom,2021,perempuan,29.16
Waropen,2021,perempuan,32.87
Supiori,2021,perempuan,35.74
Mamberamo Raya,2021,perempuan,23.91
Nduga,2021,perempuan,6.86
Lanny Jaya,2021,perempuan,9.2
Mamberamo Tengah,2021,perempuan,13.91
Yalimo,2021,perempuan,12.2
Puncak,2021,perempuan,4.54
Dogiyai,2021,perempuan,6.94
Intan Jaya,2021,perempuan,3.76
Deiyai,2021,perempuan,2.27
Kota Jayapura,2021,perempuan,66.56
INDONESIA,2021,perempuan,34.87
ACEH,2022,laki_laki,47.72
Simeulue,2022,laki_laki,50.98
Aceh Singkil,2022,laki_laki,38.35
Aceh Selatan,2022,laki_laki,37.46
Aceh Tenggara,2022,laki_laki,55.48
Aceh Timur,2022,laki_laki,32.2
Aceh Tengah,2022,laki_laki,48.69
Aceh Barat,2022,laki_laki,51.27
Aceh Besar,2022,laki_laki,52.08
Pidie,2022,laki_laki,42.41
Bireuen,2022,laki_laki,42.45
Aceh Utara,2022,laki_laki,40.98
Aceh Barat Daya,2022,laki_laki,38.21
Gayo Lues,2022,laki_laki,41.4
Aceh Tamiang,2022,laki_laki,47.09
Nagan Raya,2022,laki_laki,47.51
Aceh Jaya,2022,laki_laki,37.06
Bener Meriah,2022,laki_laki,46.15
Pidie Jaya,2022,laki_laki,52.54
Kota Banda Aceh,2022,laki_laki,83.85
Kota Sabang,2022,laki_laki,61.73
Kota Langsa,2022,laki_laki,67.36
Kota Lhokseumawe,2022,laki_laki,61.77
Kota Subulussalam,2022,laki_laki,38.36
SUMATERA UTARA,2022,laki_laki,54.36
Nias,2022,laki_laki,41.78
Mandailing Natal,2022,laki_laki,42.59
Tapanuli Selatan,2022,laki_laki,49.31
Tapanuli Tengah,2022,laki_laki,46.31
Tapanuli Utara,2022,laki_laki,58.58
Toba Samosir / Toba,2022,laki_laki,65.17
Labuhan Batu,2022,laki_laki,48.36
Asahan,2022,laki_laki,40.18
Simalungun,2022,laki_laki,54.05
Dairi,2022,laki_laki,51.63
Karo,2022,laki_laki,53.28
Deli Serdang,2022,laki_laki,62.22
Langkat,2022,laki_laki,40.58
Nias Selatan,2022,laki_laki,34.51
Humbang Hasundutan,2022,laki_laki,57.9
Pakpak Bharat,2022,laki_laki,51.56
Samosir,2022,laki_laki,56.46
Serdang Bedagai,2022,laki_laki,42.29
Batu Bara,2022,laki_laki,40.09
Padang Lawas Utara,2022,laki_laki,47.83
Padang Lawas,2022,laki_laki,44.2
Labuhan Batu Selatan,2022,laki_laki,42.61
Labuhan Batu Utara,2022,laki_laki,45.06
Nias Utara,2022,laki_laki,35.48
Nias Barat,2022,laki_laki,44.52
Kota Sibolga,2022,laki_laki,57.96
Kota Tanjung Balai,2022,laki_laki,44.37
Kota Pematang Siantar,2022,laki_laki,77.28
Kota Tebing Tinggi,2022,laki_laki,65.16
Kota Medan,2022,laki_laki,70.76
Kota Binjai,2022,laki_laki,73.78
Kota Padangsidimpuan,2022,laki_laki,65.16
Kota Gunungsitoli,2022,laki_laki,50.57
SUMATERA BARAT,2022,laki_laki,45.32
Kepulauan Mentawai,2022,laki_laki,38.77
Pesisir Selatan,2022,laki_laki,39.41
Solok,2022,laki_laki,26.11
Sijunjung,2022,laki_laki,34.4
Tanah Datar,2022,laki_laki,41.43
Padang Pariaman,2022,laki_laki,39.57
Agam,2022,laki_laki,41.97
Lima Puluh Kota,2022,laki_laki,34.07
Pasaman,2022,laki_laki,33.96
Solok Selatan,2022,laki_laki,38.57
Dharmasraya,2022,laki_laki,36.02
Pasaman Barat,2022,laki_laki,40.39
Kota Padang,2022,laki_laki,68.54
Kota Solok,2022,laki_laki,66.98
Kota Sawah Lunto,2022,laki_laki,58.81
Kota Padang Panjang,2022,laki_laki,69.34
Kota Bukittinggi,2022,laki_laki,64.98
Kota Payakumbuh,2022,laki_laki,56.85
Kota Pariaman,2022,laki_laki,59.93
RIAU,2022,laki_laki,45.76
Kuantan Singingi,2022,laki_laki,40.89
Indragiri Hulu,2022,laki_laki,34.97
Indragiri Hilir,2022,laki_laki,24.35
Pelalawan,2022,laki_laki,44.24
Siak,2022,laki_laki,49.85
Kampar,2022,laki_laki,45.22
Rokan Hulu,2022,laki_laki,37.87
Bengkalis,2022,laki_laki,51.14
Rokan Hilir,2022,laki_laki,38.97
Kepulauan Meranti,2022,laki_laki,33.95
Kota Pekanbaru,2022,laki_laki,70.89
Kota Dumai,2022,laki_laki,54.68
JAMBI,2022,laki_laki,40.53
Kerinci,2022,laki_laki,41.17
Merangin,2022,laki_laki,32.19
Sarolangun,2022,laki_laki,34.61
Batang Hari,2022,laki_laki,34.82
Muaro Jambi,2022,laki_laki,34.71
Tanjung Jabung Timur,2022,laki_laki,31.04
Tanjung Jabung Barat,2022,laki_laki,33.55
Tebo,2022,laki_laki,30.78
Bungo,2022,laki_laki,36.5
Kota Jambi,2022,laki_laki,68.76
Kota Sungai Penuh,2022,laki_laki,57.63
SUMATERA SELATAN,2022,laki_laki,38.77
Ogan Komering Ulu,2022,laki_laki,43.51
Ogan Komering Ilir,2022,laki_laki,23.13
Muara Enim,2022,laki_laki,39.06
Lahat,2022,laki_laki,41.55
Musi Rawas,2022,laki_laki,26.13
Musi Banyuasin,2022,laki_laki,26.64
Banyu Asin,2022,laki_laki,28.52
Ogan Komering Ulu Selatan,2022,laki_laki,26.54
Ogan Komering Ulu Timur,2022,laki_laki,28.21
Ogan Ilir,2022,laki_laki,32.63
Empat Lawang,2022,laki_laki,26.2
Penukal Abab Lematang Ilir,2022,laki_laki,36.55
Musi Rawas Utara,2022,laki_laki,29.38
Kota Palembang,2022,laki_laki,66.27
Kota Prabumulih,2022,laki_laki,61.62
Kota Pagar Alam,2022,laki_laki,44.25
Kota Lubuklinggau,2022,laki_laki,47.47
BENGKULU,2022,laki_laki,42.62
Bengkulu Selatan,2022,laki_laki,47.88
Rejang Lebong,2022,laki_laki,36.8
Bengkulu Utara,2022,laki_laki,34.87
Kaur,2022,laki_laki,39.3
Seluma,2022,laki_laki,36.4
Mukomuko,2022,laki_laki,32.65
Lebong,2022,laki_laki,36.89
Kepahiang,2022,laki_laki,36.81
Bengkulu Tengah,2022,laki_laki,35.86
Kota Bengkulu,2022,laki_laki,67.45
LAMPUNG,2022,laki_laki,34.88
Lampung Barat,2022,laki_laki,31.87
Tanggamus,2022,laki_laki,23.4
Lampung Selatan,2022,laki_laki,31.03
Lampung Timur,2022,laki_laki,33.47
Lampung Tengah,2022,laki_laki,30
Lampung Utara,2022,laki_laki,31.88
Way Kanan,2022,laki_laki,27.26
Tulangbawang,2022,laki_laki,28.5
Pesawaran,2022,laki_laki,29.71
Pringsewu,2022,laki_laki,32.94
Mesuji,2022,laki_laki,20.94
Tulang Bawang Barat,2022,laki_laki,28.86
Pesisir Barat,2022,laki_laki,35.17
Kota Bandar Lampung,2022,laki_laki,62.77
Kota Metro,2022,laki_laki,63.3
KEP. BANGKA BELITUNG,2022,laki_laki,40.76
Bangka,2022,laki_laki,41.45
Belitung,2022,laki_laki,43.31
Bangka Barat,2022,laki_laki,35.33
Bangka Tengah,2022,laki_laki,27.43
Bangka Selatan,2022,laki_laki,29.33
Belitung Timur,2022,laki_laki,42.6
Kota Pangkal Pinang,2022,laki_laki,64.88
KEPULAUAN RIAU,2022,laki_laki,60.73
Karimun,2022,laki_laki,40.54
Bintan,2022,laki_laki,45.5
Natuna,2022,laki_laki,46.84
Lingga,2022,laki_laki,30
Kepulauan Anambas,2022,laki_laki,38.78
Kota Batam,2022,laki_laki,68.95
Kota Tanjung Pinang,2022,laki_laki,61.25
DKI JAKARTA,2022,laki_laki,72.68
Kep. Seribu,2022,laki_laki,47.55
Kota Jakarta Selatan,2022,laki_laki,76.33
Kota Jakarta Timur,2022,laki_laki,76.93
Kota Jakarta Pusat,2022,laki_laki,75.22
Kota Jakarta Barat,2022,laki_laki,68.97
Kota Jakarta Utara,2022,laki_laki,65.71
JAWA BARAT,2022,laki_laki,41.24
Bogor,2022,laki_laki,38.98
Sukabumi,2022,laki_laki,21.44
Cianjur,2022,laki_laki,17.82
Bandung,2022,laki_laki,38.14
Garut,2022,laki_laki,27.26
Tasikmalaya,2022,laki_laki,23.18
Ciamis,2022,laki_laki,22.14
Kuningan,2022,laki_laki,28.09
Cirebon,2022,laki_laki,32.93
Majalengka,2022,laki_laki,25.14
Sumedang,2022,laki_laki,34.59
Indramayu,2022,laki_laki,33.1
Subang,2022,laki_laki,32.83
Purwakarta,2022,laki_laki,34.46
Karawang,2022,laki_laki,37.49
Bekasi,2022,laki_laki,56.11
Bandung Barat,2022,laki_laki,29.68
Pangandaran,2022,laki_laki,25.86
Kota Bogor,2022,laki_laki,60.07
Kota Sukabumi,2022,laki_laki,55.65
Kota Bandung,2022,laki_laki,63.16
Kota Cirebon,2022,laki_laki,61.4
Kota Bekasi,2022,laki_laki,76.22
Kota Depok,2022,laki_laki,71.43
Kota Cimahi,2022,laki_laki,66.07
Kota Tasikmalaya,2022,laki_laki,42.57
Kota Banjar,2022,laki_laki,34.55
JAWA TENGAH,2022,laki_laki,34.14
Cilacap,2022,laki_laki,29.01
Banyumas,2022,laki_laki,32.18
Purbalingga,2022,laki_laki,25.24
Banjarnegara,2022,laki_laki,21.88
Kebumen,2022,laki_laki,31.11
Purworejo,2022,laki_laki,39.31
Wonosobo,2022,laki_laki,20.43
Magelang,2022,laki_laki,32.17
Boyolali,2022,laki_laki,36.92
Klaten,2022,laki_laki,51.06
Sukoharjo,2022,laki_laki,54.2
Wonogiri,2022,laki_laki,27.43
Karanganyar,2022,laki_laki,40.72
Sragen,2022,laki_laki,34.21
Grobogan,2022,laki_laki,24.27
Blora,2022,laki_laki,26.28
Rembang,2022,laki_laki,28.36
Pati,2022,laki_laki,34.1
Kudus,2022,laki_laki,42.4
Jepara,2022,laki_laki,31.87
Demak,2022,laki_laki,32.31
Semarang,2022,laki_laki,35.54
Temanggung,2022,laki_laki,25.6
Kendal,2022,laki_laki,30.79
Batang,2022,laki_laki,23.37
Pekalongan,2022,laki_laki,25.51
Pemalang,2022,laki_laki,23.03
Tegal,2022,laki_laki,27.17
Brebes,2022,laki_laki,25.38
Kota Magelang,2022,laki_laki,66.03
Kota Surakarta,2022,laki_laki,63.4
Kota Salatiga,2022,laki_laki,67.27
Kota Semarang,2022,laki_laki,66.47
Kota Pekalongan,2022,laki_laki,44.85
Kota Tegal,2022,laki_laki,47.56
D I YOGYAKARTA,2022,laki_laki,52.33
Kulon Progo,2022,laki_laki,45.28
Bantul,2022,laki_laki,51.32
Gunung Kidul,2022,laki_laki,27.03
Sleman,2022,laki_laki,65.83
Kota Yogyakarta,2022,laki_laki,69.53
JAWA TIMUR,2022,laki_laki,36.5
Pacitan,2022,laki_laki,25.31
Ponorogo,2022,laki_laki,34.93
Trenggalek,2022,laki_laki,29.01
Tulungagung,2022,laki_laki,35.14
Blitar,2022,laki_laki,30
Kediri,2022,laki_laki,34.8
Malang,2022,laki_laki,27.63
Lumajang,2022,laki_laki,25.31
Jember,2022,laki_laki,23.22
Banyuwangi,2022,laki_laki,34.33
Bondowoso,2022,laki_laki,28.7
Situbondo,2022,laki_laki,31.02
Probolinggo,2022,laki_laki,24.19
Pasuruan,2022,laki_laki,29.78
Sidoarjo,2022,laki_laki,62.14
Mojokerto,2022,laki_laki,47
Jombang,2022,laki_laki,40.81
Nganjuk,2022,laki_laki,35.96
Madiun,2022,laki_laki,34.65
Magetan,2022,laki_laki,40.58
Ngawi,2022,laki_laki,31.19
Bojonegoro,2022,laki_laki,32.62
Tuban,2022,laki_laki,28.74
Lamongan,2022,laki_laki,37.9
Gresik,2022,laki_laki,49.97
Bangkalan,2022,laki_laki,18.64
Sampang,2022,laki_laki,15.57
Pamekasan,2022,laki_laki,34.13
Sumenep,2022,laki_laki,26.75
Kota Kediri,2022,laki_laki,60.97
Kota Blitar,2022,laki_laki,62.78
Kota Malang,2022,laki_laki,61.56
Kota Probolinggo,2022,laki_laki,56.97
Kota Pasuruan,2022,laki_laki,56.2
Kota Mojokerto,2022,laki_laki,66.8
Kota Madiun,2022,laki_laki,75.06
Kota Surabaya,2022,laki_laki,54.95
Kota Batu,2022,laki_laki,47.83
BANTEN,2022,laki_laki,47.38
Pandeglang,2022,laki_laki,21.68
Lebak,2022,laki_laki,19.86
Tangerang,2022,laki_laki,49.19
Serang,2022,laki_laki,31.05
Kota Tangerang,2022,laki_laki,65.03
Kota Cilegon,2022,laki_laki,61.5
Kota Serang,2022,laki_laki,35.89
Kota Tangerang Selatan,2022,laki_laki,70.91
BALI,2022,laki_laki,53.52
Jembrana,2022,laki_laki,44.98
Tabanan,2022,laki_laki,51.13
Badung,2022,laki_laki,66.92
Gianyar,2022,laki_laki,57.51
Klungkung,2022,laki_laki,52.04
Bangli,2022,laki_laki,35.13
Karangasem,2022,laki_laki,29.85
Buleleng,2022,laki_laki,36.93
Kota Denpasar,2022,laki_laki,70.2
NUSA TENGGARA BARAT,2022,laki_laki,36.78
Lombok Barat,2022,laki_laki,32.25
Lombok Tengah,2022,laki_laki,31.62
Lombok Timur,2022,laki_laki,30.22
Sumbawa,2022,laki_laki,34.56
Dompu,2022,laki_laki,43.23
Bima,2022,laki_laki,43.68
Sumbawa Barat,2022,laki_laki,42.73
Lombok Utara,2022,laki_laki,30.15
Kota Mataram,2022,laki_laki,53.75
Kota Bima,2022,laki_laki,59.44
NUSA TENGGARA TIMUR,2022,laki_laki,31.15
Sumba Barat,2022,laki_laki,26.53
Sumba Timur,2022,laki_laki,29.49
Kupang,2022,laki_laki,27.31
Timor Tengah Selatan,2022,laki_laki,23.4
Timor Tengah Utara,2022,laki_laki,29.16
Belu,2022,laki_laki,25.3
Alor,2022,laki_laki,37.82
Lembata,2022,laki_laki,32.83
Flores Timur,2022,laki_laki,31.25
Sikka,2022,laki_laki,27.79
Ende,2022,laki_laki,33.64
Ngada,2022,laki_laki,27.58
Manggarai,2022,laki_laki,34.05
Rote Ndao,2022,laki_laki,29.86
Manggarai Barat,2022,laki_laki,30.39
Sumba Tengah,2022,laki_laki,28.18
Sumba Barat Daya,2022,laki_laki,22.25
Nagekeo,2022,laki_laki,26.62
Manggarai Timur,2022,laki_laki,22.31
Sabu Raijua,2022,laki_laki,22.1
Malaka,2022,laki_laki,28.92
Kota Kupang,2022,laki_laki,61.97
KALIMANTAN BARAT,2022,laki_laki,32.82
Sambas,2022,laki_laki,20.07
Bengkayang,2022,laki_laki,29.77
Landak,2022,laki_laki,29.42
Mempawah,2022,laki_laki,30.14
Sanggau,2022,laki_laki,30.2
Ketapang,2022,laki_laki,25.62
Sintang,2022,laki_laki,34.24
Kapuas Hulu,2022,laki_laki,27.72
Sekadau,2022,laki_laki,25.96
Melawi,2022,laki_laki,35.95
Kayong Utara,2022,laki_laki,26.22
Kubu Raya,2022,laki_laki,30.84
Kota Pontianak,2022,laki_laki,59.67
Kota Singkawang,2022,laki_laki,36.79
KALIMANTAN TENGAH,2022,laki_laki,34.54
Kotawaringin Barat,2022,laki_laki,36.33
Kotawaringin Timur,2022,laki_laki,27.56
Kapuas,2022,laki_laki,24.94
Barito Selatan,2022,laki_laki,38.94
Barito Utara,2022,laki_laki,35.6
Sukamara,2022,laki_laki,27.74
Lamandau,2022,laki_laki,35.87
Seruyan,2022,laki_laki,31.98
Katingan,2022,laki_laki,26.43
Pulang Pisau,2022,laki_laki,27.99
Gunung Mas,2022,laki_laki,32.66
Barito Timur,2022,laki_laki,49.45
Murung Raya,2022,laki_laki,26.89
Kota Palangka Raya,2022,laki_laki,62.98
KALIMANTAN SELATAN,2022,laki_laki,36.72
Tanah Laut,2022,laki_laki,29.02
Kotabaru,2022,laki_laki,31.53
Banjar,2022,laki_laki,30.83
Barito Kuala,2022,laki_laki,30.88
Tapin,2022,laki_laki,31.86
Hulu Sungai Selatan,2022,laki_laki,27.12
Hulu Sungai Tengah,2022,laki_laki,34.52
Hulu Sungai Utara,2022,laki_laki,23.8
Tabalong,2022,laki_laki,41.34
Tanah Bumbu,2022,laki_laki,33.89
Balangan,2022,laki_laki,38.03
Kota Banjarmasin,2022,laki_laki,51.37
Kota Banjar Baru,2022,laki_laki,59.2
KALIMANTAN TIMUR,2022,laki_laki,55.46
Paser,2022,laki_laki,42.55
Kutai Barat,2022,laki_laki,48.99
Kutai Kartanegara,2022,laki_laki,47.41
Kutai Timur,2022,laki_laki,49.14
Berau,2022,laki_laki,50.25
Penajam Paser Utara,2022,laki_laki,41.87
Mahakam Ulu,2022,laki_laki,39.34
Kota Balikpapan,2022,laki_laki,63.43
Kota Samarinda,2022,laki_laki,67.33
Kota Bontang,2022,laki_laki,66.92
KALIMANTAN UTARA,2022,laki_laki,47.27
Malinau,2022,laki_laki,48.88
Bulungan,2022,laki_laki,43.94
Tana Tidung,2022,laki_laki,49.05
